UniProt ID(supplied by UniProt)	NCBI Gene ID(supplied by NCBI)
A6NEE1	400224
Q96S99	79156
Q9H8W4	79666
Q9ULL1	57480
Q9H7P9	64857
A1L390	26030
Q58EX7	25894
Q96PX9	153478
O94827	57449
Q3KR16	55200
Q6ZR37	440107
Q9ULM0	57475
Q8IVE3	130271
Q7Z736	79990
Q9NW61	55111
Q9Y4G2	9842
	440456
Q8IWE5	23207
Q6ZWE6	389072
Q494U1	84069
Q53GL0	51177
Q8TD55	80301
Q5SXH7	79949
Q6UQ28	349633
P00747	5340
Q15195	285189
Q02325	5343
Q02325	5342
Q9HBL7	55848
O60240	5346
Q99541	123
O60664	10226
Q96Q06	729359
Q00G26	440503
P53350	5347
Q9NYY3	10769
Q9H4B4	1263
O00444	10733
Q496M5	126520
Q9Y342	51090
P26678	5350
Q02809	5351
O00469	5352
O60568	8985
P60201	5354
Q04941	5355
O94903	11212
O14494	8611
O43688	8612
O14495	8613
Q5VZY2	196051
Q8NEB5	84513
Q8IY26	403313
Q8NBV4	84814
Q8TBJ4	54886
Q96GM1	64748
Q6T4P5	79948
Q7Z2D5	9890
Q32ZL2	163404
O43660	5356
Q14651	5357
	100873943
P13797	5358
	101927352
O15162	5359
Q9NRY7	57047
Q9NRY6	57048
Q9NRQ2	57088
A0PG75	389158
	100874104
P55058	5360
	100861550
Q9BX97	83483
Q8IUK5	57125
Q6UX71	84898
Q9UIW2	5361
O75051	5362
P51805	55558
Q9HCM2	91584
O43157	5364
O15031	23654
Q9ULL4	5365
O60486	10154
Q9Y4D7	23129
Q6GTS8	148811
Q8IYS1	135293
Q13794	5366
P20382	5367
Q16048	5369
Q9BQD1	5370
P40967	6490
Q969W9	56937
Q6P1K2	11243
	100527963
Q8TBY8	83449
A0A1W2PS18	111216276
P29590	5371
Q92871	5372
O15305	5373
	390831
	646065
P02689	5375
Q01453	5376
Q10713	23203
	133083
O75439	9512
P54277	5378
P54278	5395
Q68D20	441194
A4D2B8	5379
O95744	5380
Q13401	5387
	5382
A8MQ11	5383
	729453
	100101440
	729299
	100132832
	100288713
Q13670	107161145
	392713
Q15126	10654
Q6P2M8	139728
Q8TF01	25957
Q8N490	25953
	100506715
Q96T60	11284
Q8NA58	154197
P16233	5406
	100419068
P54315	5407
P54317	5408
Q17RR3	119548
Q8ND90	9240
Q9UL42	10687
Q9UL41	29944
Q96PV4	114824
P0CW24	84968
	728513
A0A0J9YXQ4	649238
A0A0J9YX94	105373377
Q86V59	55228
Q9ULN7	57469
A0A1B0GUJ8	110806277
P11086	5409
Q9H307	5411
Q9NRX1	56902
Q13519	5368
P00491	4860
Q8N8W4	285848
Q96AD5	57104
Q9NST1	80339
P41247	8228
	100462832
Q7Z6Z6	150379
Q8IY17	10908
Q6ZV29	375775
Q9NP80	50640
	643773
Q9NVS9	55163
	647275
Q8TCS8	87178
	100288506
	100533721
Q12796	10957
Q9NPJ4	55629
	100131261
Q8NBT0	25886
Q8TC44	282809
	109729146
	100528030
Q8NA72	134359
Q7Z5L7	127435
Q6PEZ8	79883
O00592	5420
Q9NZ53	50512
Q8WVV4	79983
Q9H488	23509
Q9Y2G5	23275
Q9P215	57645
Q8NBL1	56983
Q6UW63	79070
Q7Z4H8	143888
Q7Z3K3	23126
P09884	5422
Q14181	23649
P06746	5423
P28340	5424
P49005	5425
	391811
Q15054	10714
Q9HCU8	57804
Q9Y2S7	26073
Q9BY77	84271
Q07864	5426
P56282	5427
Q9NRF9	54107
Q9NR33	56655
P54098	5428
Q9UHN1	11232
Q9Y253	5429
	111216283
	106480782
Q9UNA4	11201
Q9UBT6	51426
Q9UGP5	27343
Q9NP87	27434
Q7Z5Q5	353497
O75417	10721
O95602	25885
Q9H9Y6	84172
O15160	9533
P0DPB5, P0DPB6	51082
Q9GZS1	64425
P24928	5430
P30876	5431
P19387	5432
	54038
O15514	5433
P19388	5434
P61218	5435
P62487	5436
P52434	5437
P36954	5438
P52435	5439
Q9GZM3	246721
Q9H1A7	548644
	84820
P53803	5440
	100874515
	100129174
P62875	5441
	493825
P0CAP2, Q6EEV4	81488
O14802	11128
Q9NW08	55703
Q9BUI4	10623
P05423	661
	100422384
Q9NVU0	55718
Q9H1D9	10621
O15318	10622
Q9BT43	84265
	100422395
	100422391
Q9Y535	171568
Q9Y2Y1	51728
	100289667
	390811
O00411	5442
	284167
Q96HA1	9883
A6NF01	100288540
A8CG34	100101267
Q3SYA9	25812
Q96KW2	94026
	651452
	266697
	729392
	728418
	29797
	29774
	646074
	100129643
Q8N7R1	285877
	100874379
	727805
P01189	5443
Q8WZA1	55624
Q8NAT1	84892
Q9H5K3	84197
Q9Y244	51371
Q9Y6A1	10585
Q9UKY4	29954
Q6PJE2	22932
P27169	5444
Q15165	5445
Q15166	5446
Q99575	10940
O95707	10775
Q969H6	51367
O75817	10248
Q9HBU9	64091
Q9HBV1	64208
P16435	5447
Q9H237	64840
Q15063	10631
Q9NUX5	25913
	401398
Q6S8J7	340441
A0A0A6YYL3	100996331
H3BUK9	100287399
A0JP26	102724631
B2RU33	388468
Q86YR6	317754
Q6S8J3	445582
A5A3E0	728378
	105373617
Q6S5H5	404785
Q6S545	23784
	100852406
P0CG38	653269
P0CG39	653781
Q9BYX7	440915
A6NI47	641455
P28069	5449
Q16633	5450
P14859	5451
P09086	5452
Q9UKI9	25833
Q03052	5453
P20265	5454
P20264	5455
P49335	5456
Q01851	5457
Q12837	5458
Q15319	5459
Q01860	5460
Q06416	5462
	100129512
	642559
	645682
	100009667
	100009668
	100009669
Q8N7G0	134187
Q14863	5463
P78424	11281
	100861520
	100689074
	151842
A8MPX8	151649
Q15181	5464
Q9H2U2	27068
Q9NQ55	56342
	692312
Q07869	5465
Q03181	5467
P37231	5468
Q9UBK2	10891
Q86YN6	133522
Q06203	5471
	100289640
	100421601
P02775	5473
	728045
	10895
Q96CD2	60490
Q9HAB8	79717
Q9H3Y8	79144
Q8WWR9	492307
O14829	5475
	100874004
O14830	5470
Q13136	8500
O75334	8499
	102724663
O75145	8541
O75335	8497
Q86W92	8496
Q8ND30	8495
Q8NEY8	51535
P62937	5478
Q9Y536	653505
A0A0B4J2A2	653598
F5H284	645142
A0A075B759	730262
P0DN26	728945
P0DN37	644591
A0A075B767	105371242
	100288185
	170537
	170539
	122552
	122842
	319128
	5489
	341457
	5491
	140913
	5483
	5485
	5486
	5487
	5488
	170540
	729673
	390006
	100500737
	170536
	653214
	390419
	122335
	647085
	121981
	100874405
	390378
	134997
	100192204
	439953
	101927399
	392285
	101060363
	128192
	111082961
	111082976
	111082962
	111082963
	107984349
	111082977
	100507231
	440063
	111082964
	100506099
	729739
	391532
	111082978
	111082973
	111082974
	729313
	111082965
	649873
	390791
	342541
	101927689
	111082979
	126170
	390956
	107985791
	107985764
	101928610
	111082966
	100287361
	111082980
	643997
	111082981
	111082967
	111082982
	100506946
	107986014
	256374
	391587
	131055
	111082968
	111082983
	402213
	202227
	100289244
	402644
	107986732
	442713
	111082969
	111082984
	111082975
	111082970
	392352
	111082971
	442460
	111082985
	111082972
P23284	5479
P45877	5480
	107986447
Q08752	5481
Q9UNP9	10450
	728448
P30405	10105
Q13427	9360
	100131033
O43447	10465
	246731
	404199
Q9Y3C6	51645
	150947
Q13356	23759
Q9H2H8	53938
Q8WUA2	85313
Q8IXY8	285755
Q6PFW1	9677
	554224
O43314	23262
O60437	5493
P35813	5494
	137012
O75688	5495
O15297	8493
Q8WY54	22843
P49593	9647
	100286925
O15355	5496
Q9ULR3	57460
Q5JR12	333926
Q8N3J5	152926
	105369192
Q5SGD2	151742
Q96MI6	132160
Q8N819	147699
Q9Y570	51400
P50336	5498
P62136	5499
P62140	5500
P36873	5501
Q13522	5502
	94304
	100129627
Q9UD71	84152
Q8WVI7	151242
P41236	5504
Q6NXS1	153743
O14990	80316
Q96PQ5	100507444
	54036
	728970
	649489
	100130972
	94310
	100128626
Q16821	5506
Q86XI6	79660
Q9UQK1	5507
O95685	5509
Q9H7J1	90673
Q6ZSY5	89801
B7ZBB8	648791
Q15435	5510
Q12972	5511
	5512
Q9ULJ8	55607
	105375405
Q96SB3	84687
Q96QC0	5514
	100422381
O60927	6992
	94297
	94298
O14974	4659
	105369865
O60237	4660
	360021
	360020
Q9BZL4	54776
Q96KQ4	23368
Q8WUF5	10848
Q96A00	94274
Q96C90	26472
	105369340
	50516
	729406
	100507617
	94302
	442256
Q8TAE6	81706
Q9NXH3	54866
O75807	23645
Q5SWA1	84919
Q96I34	84988
Q96T49	26051
O96001	10842
Q6NYC8	170954
Q6ZMI0	129285
Q5T8A7	9858
	100506599
	100418740
	100133064
	100132173
	100132295
	100133040
Q86WC6	116729
Q7Z5V6	220004
Q8TAP8	221908
	101927632
Q96LQ0	145376
O75864	284352
Q7Z4L9	286187
P67775	5515
P62714	5516
	5517
P30153	5518
P30154	5519
P63151	5520
Q00005	5521
	100874361
Q9Y2T4	5522
Q66LE6	55844
	100327036
Q06190	5523
Q9Y5P8	28227
Q969Q6	55012
Q15172	5525
Q15173	5526
Q13362	5527
	140921
Q14738	5528
Q16537	5529
Q08209	5530
P16298	5532
	101929145
P48454	5533
P63098	5534
Q96LZ3	5535
P60510	5531
Q8TF05	9989
	101927323
Q9P1A2	55370
Q9NY27	151987
Q6IN85	55671
Q5MIZ7	57223
Q6ZMV5	139420
Q6NUP7	57718
P53041	5536
E7EU14	100506012
O00743	5537
	100144631
Q9UPN7	22870
O75170	9701
	100631381
Q5H9R7	55291
Q5VV67	23082
P50897	5538
Q9UMR5	9374
	100532746
Q8NI37	160760
Q96BP3	23398
P01298	5539
Q9NRI7	23614
O60828	10084
	106479032
	100127906
Q96KF2	84366
D3DTV9	360205
Q9BSG0	84279
	645571
O60831	11230
Q86YV5	157285
	109245082
Q96QH2	84106
P78395	23532
O95521	65121
O60811	65122
O60810	400735
Q5TYX0	343068
Q5VXH4	440561
Q5VXH5	441871
Q5VWM4	391002
Q5VWM5	343070
O60809	343071
O60813	440560
O95522	390999
Q5VWM6	400736
Q5SWL7	729528
Q5VWM5	653619
Q5VTA0	391004
Q5VWM3	391003
Q5SWL8	645414
Q5VT98	645425
A3QJZ6	653606
A6NGN4	441873
H0Y7S4	645359
A3QJZ7	101929983
	102724742
	729356
	441870
	100129611
	650236
A0A0G2JMD5	645382
	649324
	100419649
	645354
	649179
Q96NZ9	118471
P04280	5542
P02812	653247
Q04118	5544
P10163	5545
O43663	9055
	100507118
Q92733	5546
Q00LT1	768206
P42785	5547
	100421289
O75626	639
Q13029	7799
Q9UKN5	11108
Q9NQX1	11107
Q9NQX0	93166
Q9NQW5	11105
Q9NQV8	56978
Q9NQV7	56979
Q9NQV6	56980
Q9NQV5	56981
Q9H4Q4	59335
Q9H4Q3	59336
Q9GZV8	63978
P57071	63977
Q9HAZ2	63976
	440556
Q06830	5052
	7002
P32119	7001
	359844
	646218
	100418943
	442239
P30048	10935
	100419031
	100128092
	100128902
	100418955
Q13162	10549
	100418949
	100418942
P30044	25824
P30041	9588
Q9HCU5	10113
Q9Y255	27166
	728666
	100419971
	100420046
	390572
Q8N945	153768
	102606462
Q96N28	10650
Q9Y3B1	51012
	100129664
	106481667
	100128712
	100420275
	106480242
	100132940
	730974
	106480243
	100420277
	646873
	102723314
P51888	5549
P48147	5550
Q4J6C6	9581
Q8TCU6	57580
Q70Z35	80243
P14222	5551
P13727	5553
Q9Y2Y8	10394
Q92954	10216
P02810	5554
P02810	5555
Q96MT3	144165
Q7Z3G6	166336
	100652759
	100874242
	100874243
	101929316
O43900	4007
Q2TBC4	29964
P49642	5557
P49643	5558
Q86XR5	145270
Q96LW4	201973
	100169750
Q13131	5562
P54646	5563
Q9Y478	5564
O43741	5565
P17612	5566
P22694	5567
P22612	5568
P54619	5571
Q9UGJ0	51422
	100505483
Q9UGI9	53632
P10644	5573
	5574
P31321	5575
	101926963
	101927000
P13861	5576
	100506637
P31323	5577
	105375441
P17252	5578
	101928001
P05771	5579
Q05655	5580
Q02156	5581
	105374580
P05129	5582
P24723	5583
P41743	5584
Q04759	5588
	439949
P14314	5589
Q05513	5590
	100506504
Q15139	5587
Q9BZL6	25865
O94806	23683
P78527	5591
Q13976	5592
	100506939
Q13237	5593
O60260	5071
O75569	8575
	731716
Q9H875	79706
P51817	5613
	100873944
	441733
	5615
O43930	5616
P01236	5617
P81277	51052
P49683	2834
P16471	5618
P04553	5619
P04554	5620
Q9NNZ6	58531
Q99873	3276
	100420910
P55345	3275
O60678	10196
O14744	10419
	100505758
	100420927
Q96LA8	55170
Q9NVM4	54496
Q9NR22	56341
Q6P2P2	90826
	101867536
Q9UKY0	23627
F7VJQ1, P04156	5621
Q86SH4	149830
E7EW31	389333
P04070	5624
Q8NCQ7	147011
Q9UNN8	10544
O43272	5625
Q9UF12	58510
P58294	84432
Q9HC23	60675
Q8TCW9	10887
Q8NFJ6	128674
O43490	8842
Q8N271	150696
O75360	5626
O15091	9692
A6NEY8	344405
Q9H606	100533178
P07225	5627
	5628
Q86XN7	80209
Q86WR7	254427
	219731
Q2NL68	148137
Q92786	5629
	100505832
Q3B8N5	283571
P22891	8858
O43395	9129
O43172	9128
Q13523	8899
O94906	24148
Q6P2Q9	10594
Q99633	8559
Q9UMS4	27339
	100422496
Q8WWY3	26121
Q8NAV1	84950
	389935
	100131947
Q5VTL8	55119
Q86UA1	55015
O75400	55660
Q6NWY9	25766
P41219	5630
P23942	5961
P60891	5631
P21108	221823
	100861436
	100421295
P11908	5634
Q14558	5635
O60256	5636
P79522	80742
Q16378	11272
P85299	55615
	553158
Q6MZQ0	79899
Q8TB68	80758
	340037
Q5T870	574414
Q96HE9	55771
Q9ULL5	57479
Q9NZ81	54458
	647195
	106480303
	100129201
	100288008
	440525
	112272601
	100289644
Q9BWN1	78994
Q5THK1	253143
Q8IV56	222171
Q9BU68	79170
Q569H4	51334
Q8N4B5	285800
A6NJB7	284338
P86496	122183
P86481	729233
P86479	729240
P86480	729246
P86478	729250
	106480416
P0DPQ3	100419008
	643905
Q8IZ63	163154
A6NEV1	729627
Q6ZRT6	389151
Q6ZRP0	389152
E9PI22	100131608
P0DMB1	100133251
	101929013
Q96S07	388199
Q8N8Z3	414235
Q6MZM9	401137
P0C7W0	92340
	400612
Q53SZ7	339779
B1ATL7	100130613
A8MZF0	102724536
Q9NV39	55267
	150381
P0CG20	146325
Q9H6K5	80164
Q96M27	133619
P48634	7916
Q5JSZ5	84726
Q9Y520	23215
	360018
O14668	5638
O14669	5639
Q9BZD7	79057
Q9BZD6	79056
Q99946	80863
A0A1B0GWB2	642515
Q7Z6L0	112476
Q5FWE3	285368
	100874032
C9JH25	401399
P54821	5396
Q99811	51450
	101929437
P07477	5644
P07478	5645
P35030	5646
	168330
Q8NHM4	154754
	136540
	106480774
Q16651	5652
P56730	8492
Q9NQE7	10279
Q9Y6M0	10942
Q9GZN4	64063
O95084	11098
Q9BQR3	83886
A6NIE9	123787
	124221
Q8NF86	260429
Q8N3Z0	167681
Q5K4E3	146547
A4D1T9	136242
A1L453	339501
	150527
	646743
Q7RTY9	360226
Q7Z5A4	339906
	100288960
	729756
Q7RTY3	377047
E5RG02	100287362
A8MTI9	138652
Q7RTY5	345062
Q9UI38	29122
A0A1B0GVH4	346702
	100419209
Q2L4Q9	339105
Q6PEW0	221191
Q6UWB4	203074
P0CW18	646960
Q6UWY2	400668
Q8IYP2	136541
Q9NRG1	56952
Q2VWP7	283659
P24158	5657
Q86TP1	58497
Q8WUY3	158471
	100129595
Q9BXM0	57716
Q9BRX8	84293
	100420900
	100131252
Q8TBF2	127281
Q7RTV5	195827
O14603	9081
O14603	442862
	442863
	442864
O14603	442865
O14603	442866
	106478933
	106480721
P07602	5660
Q6NUJ1	768239
Q9Y617	29968
	137133
	107133519
	729779
	100287630
O43653	8000
A5PKW4	5662
Q9BQI7	84249
	101929696
Q9NYI0	23362
Q8NDX1	23550
P49768	5663
P49810	5664
Q9NZ42	55851
P11464	5669
P11465	5670
Q16557	5671
Q00888	5672
Q15238	5673
Q00889	5675
Q13046	5676
Q9UQ74	440533
	100289650
Q00887	5678
	653492
Q9UQ72	5680
O75475	11168
	353329
	360022
P11801	5681
Q96QS6	85481
	106146148
P25786	5682
P25787	5683
	100130923
	100131775
	79055
P25788	5684
	379025
	326617
P25789	5685
P28066	5686
P60900	5687
	64596
	729412
	100874510
	121906
O14818	5688
	158441
Q8TAA3	143471
P20618	5689
P49721	5690
P49720	5691
	121131
	130700
P28070	5692
P28074	5693
P28072	5694
Q99436	5695
	100422289
P28062	5696
	100507463
P28065	5698
P40306	5699
A5LHX3	122706
P62191	5700
	151645
	442291
	392100
	345645
	106480732
	643766
	646085
	390297
	643668
	388925
	442153
	644094
	100422305
P35998	5701
	729674
	100422271
P17980	5702
Q9P2W1	29893
	5703
P43686	5704
P62195	5705
P62333	5706
	266723
	160410
	100128218
Q99460	5707
Q13200	5708
	266783
O43242	5709
P55036	5710
	54035
Q16401	5711
Q15008	9861
	109729140
	100507062
P51665	5713
	280637
P48556	5714
	100422411
O00233	5715
O75832	5716
	170541
	280644
	338091
O00231	5717
O00232	5718
	317753
Q9UNM6	5719
O00487	10213
	100131284
Q06323	5720
Q9UL46	5721
	257093
	338099
	338095
	338096
	338097
	338098
P61289	10197
Q9GZU8	80011
Q14997	23198
Q92530	9491
O95456	8624
Q969U7	56984
Q9BT73	84262
Q96PY0	114796
Q5JS54	389362
Q9UIG5	170679
Q9UIG4	170680
	100130889
Q8WXF1	55269
	109729130
	642395
	100873875
P78330	5723
O15172	8781
O60542	5623
Q6PGN9	84722
Q8IV42	118672
O43586	9051
Q9H939	9050
P25105	5724
Q7Z6K3	375743
P26599	5725
	122888
Q9UKA9	58155
O95758	9991
O75127	26024
Q8WV60	79810
	100131302
	100132487
Q96EY7	55037
Q13635	5727
Q9Y6C5	8643
Q96NR3	139411
	100873065
Q3KNS1	374308
	387647
	100533664
	100533665
Q6ZW05	442213
Q6ISU1	171558
	100302522
	101928337
	100886964
P48651	9791
Q9BVG9	81490
P60484	5728
	11191
	101243555
Q96BW5	9317
Q7RTS3	256297
Q13258	5729
Q9Y5Y4	11251
P41222	5730
P34995	5731
P43116	5732
P43115	5733
P35408	5734
	5735
	5736
	442421
	100874378
O14684	9536
Q9H7Z7	80142
	389791
Q15185	10728
E9PB15	100885848
Q9BTE6	100885850
	284672
	101929293
	441050
	106480775
	106480359
P43088	5737
Q9P2B2	5738
P43119	5739
Q16647	5740
Q14914	22949
Q8N8N7	145482
P23219	5742
P35354	5743
P01270	5741
Q03431	5745
Q96A98	113091
P49190	5746
P12272	5744
Q05397	5747
Q14289	2185
Q13882	5753
Q13308	5754
P06454	5757
	5758
	5759
	5760
	5761
	150928
	170542
	326626
	728873
	100506248
	442727
	441454
	728026
	105371898
	105373140
	112935968
P20962	5763
P21246	5764
Q86YD1	53635
	100506033
	101928378
Q93096	7803
	100421652
	100499563
	100861469
	100129564
	100289380
	100129472
	100421681
Q12974	8073
	5767
	5769
O75365	11156
Q15257	5524
A2A3K4	138639
Q8WUK0	114971
P18031	5770
P17706	5771
	646981
	646758
P26045	5774
P29074	5775
P54829	84867
P29350	5777
P35236	5778
P43378	5780
Q06124	5781
Q05209	5782
Q12923	5783
Q15678	5784
Q99952	26469
Q4JDL3	26095
	653045
Q16825	11099
Q9Y2R2	26191
Q9H3S7	25930
P18433	5786
P23467	5787
P08575	5788
Q14761	5790
P23468	5789
	101929407
	101929428
P23469	5791
P10586	5792
P23470	5793
	100506994
Q9HD43	5794
Q12913	5795
	104326192
Q15262	5796
P28827	5797
Q16849	5798
Q92932	5799
Q16827	5800
Q9UMZ3	374462
Q15256	5801
Q13332	5802
O14522	11122
Q92729	10076
	148713
P23471	5803
	5804
Q86Y79	138428
Q9Y3E5	51651
Q6GMV3	391356
Q03393	5805
O95997	9232
P53801	754
Q9NZH5	10744
Q9NZH4	26255
	326315
P26022	5806
Q96A99	390667
Q08623	8226
	327658
	327659
	391242
Q9UHX1	22827
Q14671	9698
Q8TB72	23369
Q15397	9933
Q00577	5813
Q96QR8	5814
Q9UJV8	29942
	643401
Q9Y606	80324
Q9BZE2	83480
Q96PZ0	54517
Q9H0K6	83448
	100421790
Q3MIT2	150962
Q8N0Z8	126789
P20472	5816
A0A1B0GWK0	388428
P15151	5817
Q6DKI7	79037
	101752334
	5820
	145624
	347745
	8123
	100506965
	347746
Q13610	11137
Q15269	5822
	791114
	791115
	101928840
	105370731
Q96N64	114825
	100129459
Q6NUJ5	170394
Q2TAK8	84939
Q5H9M0	139221
Q5TGL8	221749
Q92626	7837
A1KZ92	137902
Q7Z7A4	54899
Q9NR77	5827
Q9Y6I8	11264
P49023	5829
	100506649
Q8NFP0	222659
Q8TE99	92370
Q9ULZ3	29108
I3L0S3	100652740
P32322	5831
Q96C36	29920
Q53H96	65263
Q8WXC3	260434
Q56P42	152138
W6CW81	107181291
P11216	5834
P06737	5836
P11217	5837
Q9Y3Y4	26108
Q9BRQ0	90780
Q6K0P9	149628
	646377
Q9BRP8	84305
Q8WU10	79912
Q8N2H3	84795
Q96I23	100996939
P10082	5697
Q9NRI6	23615
Q5JQD4	644059
P20742	5858
P47897	5859
P09417	5860
Q96PU8	9444
Q16769	25797
Q9NXS2	54814
Q15274	23475
P83859	347148
Q96P65	84109
Q2TAL8	54870
Q9H0J4	84074
Q9H0R6	55278
	730016
	100422330
	100422374
Q2KHR3	79832
O00391	5768
Q6ZRP7	169714
Q9BXR0	81890
	100420656
Q9H974	79691
Q9Y3T6	203069
Q7Z5L2	27291
Q15032	23518
Q9Y2K5	22864
	100419742
	100129694
Q96D70	91300
Q9H3Y0	140902
P62820	5861
	100420571
	643916
Q9H0U4	81876
Q92928	441400
P61019	5862
Q8WUD1	84932
P20336	5864
P20337	5865
Q96E17	115827
O95716	9545
Q15042	22930
Q9H2M9	25782
Q8TBN0	5866
Q96QF0	117177
P20338	5867
P61018	53916
	100529264
P20339	5868
P61020	5869
P51148	5878
	100420734
	133789
Q9BUV8	55969
P20340	5870
Q9NRW1	51560
Q9H0N0	84084
	100131320
Q53S08	150786
P51149	7879
Q96AH8	338382
P61006	4218
Q92930	51762
P51151	9367
	100287200
	100287542
	100287577
	100288397
	100287234
Q9NP90	51209
	9366
P61026	10890
P62491	8766
	100129731
	106480447
Q15907	9230
	100507567
Q6WKZ4	80223
	646080
Q7L804	22841
O75154	9727
Q86YS3	84440
Q9BXF6	26056
Q6IQ22	201475
P51153	5872
P61106	51552
P59190	376267
Q9H0T7	64284
Q9NP72	22931
A4D1S5	401409
Q9NX57	55647
Q9UL25	23011
Q9UL26	57403
Q9ULC3	51715
Q969Q5	53917
P57735	57111
Q9ULW5	25837
P51159	5873
O00194	5874
P51157	9364
	100133203
	100129331
	100132772
	100132871
	100128416
O14966	8934
Q15771	27314
	100506233
Q13636	11031
Q13637	10981
Q14088	9363
Q9H082	83452
P0DI83, Q9BZG1	83871
Q15286	11021
O95755	9609
Q96AX2	326624
P57729	23682
Q14964	54734
Q96DA2	116442
Q8WXH6	142684
P0C0E4	282808
Q12829	10966
Q96S21	57799
Q5JT25	347517
Q8N4Z0	115273
	646996
Q86YS6	339122
	440375
Q7Z6P3	401258
Q9UI14	10567
Q15276	9135
Q9H5N1	79874
Q7Z6M1	10244
	100421226
Q9Y3P9	23637
B7ZAP0, Q5R372	9910
	102724601
	106480742
Q9UJ41	27342
Q92696	5875
P53611	5876
P47224	5877
Q9UBK7	11159
Q9UNT1	11158
Q5HYI8	285282
Q3YEC7	55684
P63000	5879
	387612
	442775
	492295
	286472
	402183
	100422657
	100874390
	100874398
	100422658
P15153	5880
P60763	5881
Q9H0H5	29127
	83956
P63244	10399
O60671	5810
	100128880
	100129690
Q99638	5883
Q6WBX8	144715
O75943	5884
	9207
	9206
Q9NS91	56852
O60216	5885
	644660
Q9H4I0	642636
P54725	5886
P54727	5887
	131185
	100130572
	54034
Q92878	10111
Q06609	5888
	100505648
Q96B01	10635
	100420047
Q09MP3	729475
O15315	5890
O43502	5889
O75771	5892
P43351	5893
	644776
Q9Y620	25788
Q92698	8438
Q9Y4B4	23132
	100420273
Q96JH8	55698
Q6NSI4	55086
P78406	8480
Q8TD07	135250
	100652739
	353089
Q6H3X3	353091
	646024
Q5VY80	154064
	353094
P04049	5894
	348910
P15918	5896
P55895	5897
Q7Z5J4	10743
	100861516
Q9Y5P3	10742
Q9P0K7	26064
P11233	5898
P11234	5899
Q15311	10928
	131054
	129522
Q6GYQ0	253959
	26134
Q2PPJ7	57186
Q86X10	57148
Q12967	5900
Q5JS13	9649
Q86X27	55103
Q9UKM9	22913
	101926888
Q86SE5	138046
Q9BTL3	83640
	353267
O60894	10267
O60895	10266
	100190938
O60896	10268
P62826	5901
P43487	5902
P49792	5903
Q9H6Z4	8498
Q86VV4	202151
O60518	26953
Q96S59	10048
Q6VN20	57610
Q9H2T7	64901
	326627
P46060	5905
Q9HD47	29098
	221547
	100874191
	100874227
	100130621
	100129428
	100128266
	100874192
	100420519
	100874193
P62834	5906
	5907
P61224	5908
	100506390
	100128179
	100132917
P47736	5909
Q684P5	23108
P52306	5910
P10114	5911
P61225	5912
Q9Y3L5	57826
	101928578
	106480249
Q13905	2889
Q9Y4G8	9693
O95398	10411
Q8WZA2	11069
	91149
Q92565	9771
Q8TEU7	51735
Q9UHV5	51195
Q70E73	65059
Q13702	5913
P10276	5914
	101929693
P10826	5915
	105376997
P13631	5916
P49788	5918
Q99969	5919
	643255
	644425
	106481659
	644881
	106480231
	105377820
	106481660
	642652
	106660620
	106481972
	107075248
P54136	5917
	100419829
Q5T160	57038
P20936	5921
Q15283	5922
	100874298
Q14644	22821
	100874321
O43374	10156
C9J798	100271927
	401331
	100133005
O95294	8437
Q9UJF2	9462
	100302401
Q86YV0	64926
Q9Y272	51655
Q96D21	23551
Q8IZ41	158158
Q8N9B8	221002
Q0VAM2	153020
Q8N431	255426
Q13972	5923
O14827	5924
	102524628
O95267	10125
Q7LDG7	10235
Q8IV61	25780
Q8TDF6	115727
Q5U651	54922
Q92737	10633
Q96S79	91608
Q6T310	387496
Q9BPW5	65997
Q9NYN1	51285
Q9NS23	11186
	102060282
P50749	9770
Q86WH2	283349
Q9H2L5	83937
Q8WWW0	83593
Q6ZTQ3	166824
Q02833	8045
Q8NHQ8	11228
	100506451
O75901	9182
A6NK89	644943
	105376557
Q8IY67	125950
Q9HCJ3	55225
Q9Y2V3	30062
Q96IS3	84839
P06400	5925
	100862704
Q8TDY2	9821
Q9NYW8	57786
	100533952
A6NC62	389458
Q09028	5928
	642954
	100420527
	730180
	727842
	100288451
	100820741
Q15291	5929
Q7Z6E9	5930
	100129156
Q16576	5931
Q99708	5932
Q8NC74	140893
	100420552
	100420607
O75884	10741
Q9BYM8	10616
Q8N0V3	79863
	100506070
Q9NWB1	54715
O43251	23543
A6NFN3	146713
Q8N0T1	401466
	106481719
	106480687
Q9H477	64080
P28749	5933
Q08999	5934
P98179	5935
Q9BWF3	5936
Q9BQ04	83759
P52756	10181
	100775107
P78332	10180
Q9Y580	10179
Q9Y5S9	9939
	112846
P98175	8241
P57052	54033
	100420213
Q9NTZ6	10137
Q8IXT5	389677
Q9P1G2	55472
Q96PK6	10432
	100526737
Q96T37	64783
	440600
Q8NDT2	29890
Q96I25	84991
	100133330
	642389
	100132949
	100128974
Q96H35	92400
Q9Y4C8	9904
Q5T481	282996
Q9NW64	55696
	400645
	100271871
	100128867
	100271870
	100133206
	644509
	106478953
	100132115
	100131641
	100130603
Q86U06	55147
Q9BX46	221662
P49756	58517
Q5T8P6	64062
	100505538
Q9P2N5	54439
Q9NW13	55131
Q96EV2	155435
P42696	23029
Q9H0Z9	55544
Q14498	9584
Q96IZ5	55285
Q9BTD8	79171
